GAMEPLAY_SufferedBurnsHUD,Suffered burns,,Fekk brannsår
GAMEPLAY_SufferedBurnsLog,Suffered burns.,,Fekk brannsår.
GAMEPLAY_SuffocationRisk,Suffocation Risk,,
GAMEPLAY_SuffocationTreatment,Find breathable air or equip a Respirator.,,
GAMEPLAY_Suitcase,Suitcase,,Koffert
GAMEPLAY_SuitcaseContainerOpen,Suitcase Open,,Opn koffert
GAMEPLAY_SuitcaseContainerSearch,Search Suitcase,,Gransk koffert
GAMEPLAY_SummaryView,Summary View,,Samandrag
GAMEPLAY_SummitSoda,Summit Soda,,Fjelltoppbrus
GAMEPLAY_SummitSodaDescription,Sweet carbonated drink. Full of high-fructose corn syrup.,,"Søt, kullsyreholdig drykk. Full av maissirup med mykje fruktsukker."
GAMEPLAY_SupplyBin,Supply Bin,,Forsyningskasse
GAMEPLAY_SupplyBinContainerOpen,Open Supply Bin,,Opn forsyningskasse
GAMEPLAY_SupplyBinContainerSearch,Search Supply Bin,,Gransk forsyningskasse
GAMEPLAY_SupplyCacheContainer,Supply Cache,,
GAMEPLAY_SupplyCacheContainerContainerOpen,Open Supply Cache,,
GAMEPLAY_SupplyCacheContainerContainerSearch,Search Supply Cache,,
GAMEPLAY_SurivorCarryReq,Carry the Survivor to go indoors during Survivor Rescue Missions,,
GAMEPLAY_SurivorCarryReqOutdoors,Carry the Survivor to go outdoors during Survivor Rescue Missions,,
GAMEPLAY_SurvDeathBloodLoss,{name} has died from Blood Loss,,
GAMEPLAY_SurvDeathDehydration,{name} has died from Dehydration.,,
GAMEPLAY_SurvDeathFaded,{name} has faded into The Long Dark...,,
GAMEPLAY_SurvDeathFreezing,{name} has died from Exposure.,,
GAMEPLAY_SurvDeathWolf,{name} has died from a Wolf attack.,,
GAMEPLAY_SurveryedLocationsJournalList,Locations required for the Faithful Cartographer Achievement.,,
GAMEPLAY_SurveyedLocationsJournal,Surveyed locations in Survival Mode according to Regions discovered.,,
GAMEPLAY_SurveyVistaUIKicker,Surveying the local area will reveal a significant portion of the Region.,,
GAMEPLAY_SurveyVistaUIKicker_title,Vista Location,,
GAMEPLAY_Survival,Survived,[this should appear in the Sandbox save menu],Overlevde
GAMEPLAY_SurvivalPanel,Quick Stats,Quick look at player condition/health status,Snøggmeny
GAMEPLAY_SurvivalRecord,Survival Record,,Overlevingshistorikk
GAMEPLAY_SurvivalRecordSummaryAlive,"Playing <EXPERIENCEMODE>, you started in <STARTZONE>. You have survived for <SURVIVALTIME>.",<EXPERIENCEMODE> will be replaced in code. please do not translate the text between the < > ,"Du valde å spele i <EXPERIENCEMODE>, og begynte i <STARTZONE>. Du har overlevd i <SURVIVALTIME>."
GAMEPLAY_SurvivalRecordSummaryDead,"Playing <EXPERIENCEMODE>, you started in <STARTZONE>, and died in <ENDZONE>. You survived for <SURVIVALTIME>.",<EXPERIENCEMODE> will be replaced in code. please do not translate the text between the < >,"Du valde å spele i <EXPERIENCEMODE>, og begynte i <STARTZONE>. Du klarte å overleva i <SURVIVALTIME>, men døydde til slutt i <ENDZONE>"
GAMEPLAY_SurvivalTime,Survival Time,,Tid overlevd
GAMEPLAY_SurvivalTimewillnotbesenttoLeaderboards,Survival Time will not be sent to Leaderboards,,Overlevingstida sendast ikkje til poengtavlene
GAMEPLAY_SurvivalUpdate,Survival Mode Update,Main Menu label for new updates,Oppdatering til overlevingsmodus
GAMEPLAY_Survived,Survived,,Overlevde
GAMEPLAY_Survivor,Survivor,,Overlevar
GAMEPLAY_SurvivorCannotLeave,Place the Survivor before leaving the Community Hall,,
GAMEPLAY_SurvivorDrinking,Survivor drinking,,
GAMEPLAY_SurvivorPlaceInvalid,Cannot place Survivor there,,
GAMEPLAY_SwearFilter,Mature Language Filter,,
GAMEPLAY_SwearFilterDescription,Enabling filters out common swear words from Episode Four dialogue and subtitles.,,
GAMEPLAY_Switch,Switch,,
GAMEPLAY_SwitchArrowType,Switch,,
GAMEPLAY_SwitchBox,Switch Box,a switch box that turns power on/off,Brytar
GAMEPLAY_SwitchTrackingMode,Switch Tracking Mode,,
GAMEPLAY_SwitchUser,Switch User,,Endre brukar
GAMEPLAY_SwitchWorldMap,Switch World Map,,
GAMEPLAY_SymptomConditionDrain,Condition Drain,,Forverra helse
GAMEPLAY_SymptomDehydration,dehydration,,dehydrering
GAMEPLAY_SymptomFatigue,Fatigue,,Trøyttleik
GAMEPLAY_SymptomMaxConditionReduced,Reduced Condition Threshold,,Terskel for redusert helse
GAMEPLAY_SymptomMobilityReduced,Reduced Mobility,,Redusert rørsleeve
GAMEPLAY_SyntheticParka,Ski Jacket,,Skijakke
GAMEPLAY_SyntheticParka_Decent,decent Ski Jacket,,Nyttande skijakke
GAMEPLAY_SyntheticParka_Mint,New Ski Jacket,,Ny skijakke
GAMEPLAY_SyntheticParka_Ragged,Ragged Ski Jacket,,Fillete skijakke
GAMEPLAY_SyntheticParka_Ruined,Ruined Ski Jacket,,Unyttande skijakke
GAMEPLAY_SyntheticParka_Worn,Worn Ski Jacket,,Velbrukt skijakke
GAMEPLAY_SyntheticParkaDescription,Winter jacket made of synthetic materials. Highly Windproof but not well insulated.,,"Vinterjakke laga av syntetiske materialar. Særs vindtett, men toler ikkje mykje vatn."
GAMEPLAY_SyntheticVest,Sport Vest,,Springevest
GAMEPLAY_SyntheticVest_Decent,decent Sport Vest,,Nyttande springevest
GAMEPLAY_SyntheticVest_Mint,New Sport Vest,,Ny springevest
GAMEPLAY_SyntheticVest_Ragged,Ragged Sport Vest,,Fillete springevest
GAMEPLAY_SyntheticVest_Ruined,Ruined Sport Vest,,Unyttande springevest
GAMEPLAY_SyntheticVest_Worn,Worn Sport Vest,,Velbrukt springevest
GAMEPLAY_SyntheticVestDescription,Light synthetic vest used by runners. Allows great upper body mobility and a tiny bit of warmth.,,"Lett, syntetisk vest for springarar. Gjev utmerkja røyrsle for overkroppen, og litt varme."
GAMEPLAY_Table,Table,,Bord
GAMEPLAY_TableOfContents,Table of Contents,,Innhald
GAMEPLAY_Tablet,Tablet,,Tablett
GAMEPLAY_Tablets,Tablets,,Tablettar
GAMEPLAY_Tackle,Tackle,,
GAMEPLAY_TaintedFood,Tainted Food,,Forderva mat
GAMEPLAY_TaintedWater,Tainted Water,,Forureina vatn
GAMEPLAY_Take,Take,,Ta
GAMEPLAY_TakeAll,Take All,,Ta alt
GAMEPLAY_TakeAntibiotics,Take Antibiotics,,Ta antibiotika
GAMEPLAY_TakeBrand,Take Brand,,Ta brennande pinne
GAMEPLAY_TakeIt,Take It,,Ta
GAMEPLAY_TakeNotes,Take Notes,,Ta notat
GAMEPLAY_TakeOff,Take Off,,Ta av
GAMEPLAY_TakePainkillers,Take Painkillers,,Ta smertestillande
GAMEPLAY_TakeRope,Take Mountaineering Rope,,Ta tauet
GAMEPLAY_TakeRopeAction,Taking Rope...,,Tek tau ...
GAMEPLAY_TakeTorch,Take Torch,taking a torch out of a burning fire,Ta fakkel
GAMEPLAY_TakingAntibiotics,Taking Antibiotics...,,Tek antibiotika...
GAMEPLAY_TakingPainkillers,Taking Painkillers...,,Tek smertestillande...
GAMEPLAY_TakingWaterProgress,Taking Water...,,Tek vatn...
GAMEPLAY_Tale01BadgeDescLocked,You have not completed SIGNAL VOID.,,
GAMEPLAY_Tale01BadgeDescUnlocked,You have completed SIGNAL VOID.,,
GAMEPLAY_Tale01BadgeName,TALES: SIGNAL VOID,,
GAMEPLAY_Tale02BadgeDescLocked,You have not completed BURIED ECHOES.,,
GAMEPLAY_Tale02BadgeDescUnlocked,You have completed BURIED ECHOES.,,
GAMEPLAY_Tale02BadgeName,TALES: BURIED ECHOES,,
GAMEPLAY_Tale1ChiefNote1,Field 31 Operations Memo,,
GAMEPLAY_Tale1ChiefNote1_Description,An old piece of airfield paperwork.,,
GAMEPLAY_Tale1ChiefNote1_Narrative,"Re: Field 31 Search and Rescue Upgrades

Hey crew,

As you know, we’ve been asked to provide SAR coverage for the rest of Great Bear. We’re tapping into the existing radio transmitter system but it’s pretty old. The TRANSMITTER TOWERS are scattered all over the lower island, including one we jury-rigged right here at the Field 31 Tower. The transmitter boxes are a bit prone to breaking down, but when powered and in good working order, each Tower can cover a decent range. Well beyond the region it’s located in.

Update your survey maps with the Transmitter sites in:

--Forlorn Muskeg
--Mystery Lake
--Milton

Expect to do annual maintenance. The WIRING and BATTERIES seem particularly fragile, and we’ve had some trouble with FUSES as well.

Testing continues, but initial reports have picked up some SIGNAL INTERFERENCE unusual transmissions in the following locations in Lower Great Bear:

* In Bleak Inlet, home of the old Cannery site
* Pleasant Valley, but we haven’t determined where
* Somewhere in the Hushed River Valley

Without these Transmitters working, we’ll have a hell of a time locating any transponder signals from crashed planes or whatever, so we need to stay on top of this.

Signed,

Captain Redrick, 14th Wing, SAR",,
GAMEPLAY_Tale1ChiefNote2,Security Chief's Log 6,,
GAMEPLAY_Tale1ChiefNote2_Description,An entry in an old logbook.,,
GAMEPLAY_Tale1ChiefNote2_Narrative,"The island hasn’t been making our lives any easier. Hauling loads from the coast to the inland bases has been slow and costly. And people are starting to notice our operation around the Airfield and Mine. It's getting harder to stay under the radar.

 But the character of the locals, both here and far inland, seems in our favour.
 There aren’t any helping hands. Outsiders get ignored and then forgotten.

 And we play the part.",,
GAMEPLAY_Tale1ChiefNote3,Security Chief's Log 14,,
GAMEPLAY_Tale1ChiefNote3_Description,An entry in an old logbook.,,
GAMEPLAY_Tale1ChiefNote3_Narrative,"The mine is a real shithole. If my job is to shepherd the men, then their job is to keep the roof from landing on all of us. But this week we found a decent chamber to start building Rüdiger's gadget.

 Teams 1 and 2 are with the program, but on shaky ground. Team 3 is getting volatile again. While it’s unclear what they have planned, I’ve called for additional security to fly in immediately. The Medical Officer has been conducting alignment interviews and has made some troubling observations.

 I’m still considering the implications, both for the men as well as project viability. My hope is the crew can keep their shit together long enough to finish phase one, and we can get out of this godforsaken place.

 It's starting to get to me.",,
GAMEPLAY_Tale1ChiefNote4,Security Chief's Log 23,,
GAMEPLAY_Tale1ChiefNote4_Description,An entry in an old logbook.,,
GAMEPLAY_Tale1ChiefNote4_Narrative,"We ran power to Rüdiger's machine for the first time yesterday. It was nothing like what they predicted, even at half-energy.

 I still have no idea what the endgame for all of this will be. The whole project. And I’m seeing now that few of the men building it do either. It’s all over their faces. All this time underground isn’t helping their morale, but I’m confident our fragile truce will hold until we’re finished.

 We worked hard to make it this far after what happened to Team 3.

 But afterwards? Impossible to say.",,
GAMEPLAY_Tale1ChiefNote5,Security Chief's Log 29,,
GAMEPLAY_Tale1ChiefNote5_Description,An entry in an old logbook.,,
GAMEPLAY_Tale1ChiefNote5_Narrative,"Whatever happened here, it’s not a virus, or any known pathogen. At least, that's what the doctor tells me. There are no visible injuries, only invisible ones.
 My symptoms have just started, but they track what the others have gone through. Things are starting to get fuzzy, just like with them.

 Faces I can’t remember. Like an old photo, blurry around the edges. Crumbling.

The few men left up here can’t be trusted to care for themselves. We've had to lock them in their quarters to keep them from wandering off. We tried going a different way, more psychological. We had a little luck at first, and then it all collapsed again.

 Rüdiger hasn’t been back to see us since we took the machine offline. I’m struggling myself, and holding out for the resupply he promised. Will it get here in time?

 I've changed, somehow. The men, the medical officer, all of us. But not him. Not Rüdiger

He’ll want the research. It shows some bizarre benefits, even if it’s come at a price. Rüdiger found what he was looking for.

 He can keep it.",,
GAMEPLAY_Tale1Transcript1,Interview Transcript 14,,
GAMEPLAY_Tale1Transcript1_Description,A printout of a medical consultation.,,
GAMEPLAY_Tale1Transcript1_Narrative,"Q: Session 14, Project Medical Officer interviewing Patient 7.
 Return to the first instance. What did you see?

 A: It was at the beach. Just pictures in my head, feelings.

 One of those beaches where the sand goes way down to the water, no drop off.
 I remember a... a grey day and dark water. No wind, no waves.

 I was alone...looking around a lot. I didn’t understand what was happening.

 Wha...what do you think when you’re that little? Always wondered why it was that day, that trip that stuck with me.

 Q: Focus on the ending, the final frame.

 A: They lost me...just a little kid.",,
GAMEPLAY_Tale1Transcript2,Interview Transcript 4,,
GAMEPLAY_Tale1Transcript2_Description,A printout of a medical consultation.,,
GAMEPLAY_Tale1Transcript2_Narrative,"Q: Session 5, Project Medical Officer interviewing Patient 7.
 Let’s visit the second instance again, first occurrence. What do you remember?

A: Uh...the sun was out, but it was cold at the river’s edge. There was a group of us that day.

 Ha..lots of laughing. Yelling. Summer in our heads.

Ha ha...no one was getting in the water. I guess I liked being first.

 I didn’t even jump, just, hrmph...slipped in quietly away from everybody.

Uh the water was clear but...bitter cold. I thought the bottom...was closer.

My head went under right away. God, I was a lousy swimmer.

 Uh...no one noticed me struggling in the...in the deep pool.

 Q: Carry on from where you were last session. Find the ending sequence. What do you see?

 A: Ah...my hand reaching for a flat, grey stone at the water’s edge. I...I grabbed it, I pulled my head out of the freezing water. A breath. The sun was shining through the trees...above us. Was...

 Was the sun out…? I thought...ah, the rain…no, no, no. That wasn’t it.

 Q: Keep hold of that image. It’s OK if it fades a little. Breathe. Try going again. Second instance.",,
GAMEPLAY_Tale1Transcript3,Interview Transcript 12,,
GAMEPLAY_Tale1Transcript3_Description,A printout of a medical consultation.,,
GAMEPLAY_Tale1Transcript3_Narrative,"Q: Session 12, Project Medical Officer interviewing Patient 7.
 Back to the third instance. Find the bridge between them.

 A: Trying to. Hrmph...ok.

It starts the same as every other time. A dark room, square. I feel the wall behind me and I can barely make out the walls to the right and left. Smooth, like steel or glass.

 I can’t see the wall opposite me...it’s too dim.

 I walk forward and that’s when I notice it. Every time. The pit.

 Just...uh, a hole in the floor, really. Haha. It’s funny, the floor seems to slope a little bit as it reaches the edge.

 But the floor is made of bricks. Bricks that start to bend. Best I can tell.

 Q: And the end? The last image you can remember?

 A: That’s when it shows up.

 Q: What shows up? Can you describe it?

 A: Hmm...from across the pit, where the other wall should be. Something...darker than everything around it. Sort of...floating?

 It moves to the edge of the hole. No face, just a moving shape. Uh...a shadow.
 Is it me? My face? Goddammit.

 And that’s when I wake up. Every damn time.",,
GAMEPLAY_Tale1Transcript4,Interview Transcript 17,,
GAMEPLAY_Tale1Transcript4_Description,A printout of a medical consultation.,,
GAMEPLAY_Tale1Transcript4_Narrative,"Entry 17, Project Medical Officer.

 We have attempted various psychological interventions with the team members.
 Interviews reveal that the deeper the recall exercise, the greater the distortion. Consolidation failures appear in each patient, no matter the subject content.

 So far, these have yielded little actionable data.

 We do, however, hold out hope for a treatment strategy to apply away from their work environment. Proximity to the site of exposure is my last, best guess.

 Behavioural changes are becoming more alarming. I will be including the following transcript excerpt in my summary report, to be filed with project leads before team extraction (should it occur):

–

Q: We’re almost finished. Please stay calm. Where has your mind settled then? Focus on the last image please.

 A: We just wanted to get out...to burn it all down. Or did we? Ha. I had it there, but I lost it again…I can’t remember what it was.

 He said he’d stand with us if something went wrong.

 Wha...what did we do? What did they make us do? They can’t get away with this.

 –

 End recording.",,
GAMEPLAY_Tale2_BonesToRestInteraction,Lay the Bones to Rest,,
GAMEPLAY_Tale2_ChiefPolaroid,Faded photograph,,
GAMEPLAY_Tale2_ChiefPolaroid_Description,A Polaroid tucked into the Security Chief's logbook.,,
GAMEPLAY_Tale2_ChiefPolaroid_Narrative,The locals call this the Enduring Waterfall. Wanted to capture the view from my usual spot.,,
GAMEPLAY_Tale2_ForemanLog1,"Foreman's Site Report, Day 38",,
GAMEPLAY_Tale2_ForemanLog1_Description,Pages from a technical notebook.,,
GAMEPLAY_Tale2_ForemanLog1_Narrative,"Was our first day back down below since the boss and his people arrived.

He called us together and had us all sign new paperwork. Boilerplate stuff, but it had us wondering. What’s changed?

Then he gave a speech, as he likes to do. Only this time in front of the gadget. I was almost convinced, but then again I’ve never been practical enough to see what’s good for me.

He talked for a long time, but in the end we were able to restart our work on the machine’s electrical system. We also stabilized the track connecting the top of the Concentrator to the ridge above. Makes access easier if we need to move in more generators. This thing needs all the juice we can find.

Did I mention I need to get the hell out of here?",,
GAMEPLAY_Tale2_ForemanLog2,"Foreman's Site Report, Day 45",,
GAMEPLAY_Tale2_ForemanLog2_Description,Pages from a technical notebook.,,
GAMEPLAY_Tale2_ForemanLog2_Narrative,"All our temporary scaffolding is coming apart now. Earthquakes and nervous hands will do that.

The final cables are set and insulated. We still don’t know if it’s enough.

The generators they brought in could power a small town through the winter.",,
GAMEPLAY_Tale2_ForemanLog3,"Foreman's Site Report, Day 64",,
GAMEPLAY_Tale2_ForemanLog3_Description,Pages from a technical notebook.,,
GAMEPLAY_Tale2_ForemanLog3_Narrative,"Their latest big idea is to bring some kind of doctor in. Just to talk, they said.

None of the guys on my team believe a word of it.

Ever since we flipped the switch on that machine, no one seems settled. We want to get paid, sure. But we want to make it out of his hole in the ground, too.

I’ve gotta put a stop to this.",,
GAMEPLAY_Tale2_ForemanLog4,"Foreman's Site Report, Day [illegible]",,
GAMEPLAY_Tale2_ForemanLog4_Description,Pages from a technical notebook.,,
GAMEPLAY_Tale2_ForemanLog4_Narrative,"We’re just waiting now. I’ve been walking the tunnels, up and down. Air’s getting bad again.

Just scribblin’ these reports. Not sure why, though. Not anymore.

It’s like they turned the lights off in my head. All dark.

Where’d it all go?",,
GAMEPLAY_Tale2_LockerKey,Foreman's Key,,
GAMEPLAY_Tale2_LockerKey_Description,An old key.,,
GAMEPLAY_Tale2_LockerKey_Narrative,A key from Langston Mine's Cold War era. «First Aid» is faintly visible in raised letters. ,,
GAMEPLAY_Tale2_RudigerNote1,My Testament,,
GAMEPLAY_Tale2_RudigerNote1_Description,A faded piece of paper covered in fine handwriting.,,
